Accession,BioSample,Organism_Name,Species,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Component,Isolate_Clean,Isolate_Pair_Core,Pair_Key
NC_001467.1,,Begomovirus manihotis,Begomovirus manihotis,West Kenyan 844,DNA A,"African cassava mosaic virus isolate West Kenyan 844 segment DNA1, complete sequence",2779,complete,,,Manihot esculenta,,A,west kenyan 844,west kenyan 844, || begomovirus manihotis || begomovirus manihotis || complete ||  ||  || manihot esculenta ||  || west kenyan 844
KJ887761.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF14AB:07,A,"African cassava mosaic virus isolate CF:CF14AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-09,A,cf:cf14ab:07,cf:cf14ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-09 || cf:cf14ab:07
KJ887762.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF15AB:07,A,"African cassava mosaic virus isolate CF:CF15AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-09,A,cf:cf15ab:07,cf:cf15ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-09 || cf:cf15ab:07
KJ887763.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF17AB:07,A,"African cassava mosaic virus isolate CF:CF17AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-09,A,cf:cf17ab:07,cf:cf17ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-09 || cf:cf17ab:07
KJ887764.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF17AN:07,A,"African cassava mosaic virus isolate CF:CF17AN:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-09,A,cf:cf17an:07,cf:cf17an:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-09 || cf:cf17an:07
KJ887765.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF20AN:07,A,"African cassava mosaic virus isolate CF:CF20AN:07 segment A, complete sequence",2784,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10,A,cf:cf20an:07,cf:cf20an:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-10 || cf:cf20an:07
KJ887766.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF21AB:07,A,"African cassava mosaic virus isolate CF:CF21AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10,A,cf:cf21ab:07,cf:cf21ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-10 || cf:cf21ab:07
KJ887767.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF22AB:07,A,"African cassava mosaic virus isolate CF:CF22AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10,A,cf:cf22ab:07,cf:cf22ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-10 || cf:cf22ab:07
KJ887768.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF27AB:07,A,"African cassava mosaic virus isolate CF:CF27AB:07 segment A, complete sequence",2783,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10,A,cf:cf27ab:07,cf:cf27ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-10 || cf:cf27ab:07
KJ887769.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF27AN:07,A,"African cassava mosaic virus isolate CF:CF27AN:07 segment A, complete sequence",2785,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-10,A,cf:cf27an:07,cf:cf27an:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-10 || cf:cf27an:07
KJ887770.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF32AB:07,A,"African cassava mosaic virus isolate CF:CF32AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13,A,cf:cf32ab:07,cf:cf32ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-13 || cf:cf32ab:07
KJ887771.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF39AB:07,A,"African cassava mosaic virus isolate CF:CF39AB:07 segment A, complete sequence",2780,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13,A,cf:cf39ab:07,cf:cf39ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-13 || cf:cf39ab:07
KJ887772.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF42AB:07,A,"African cassava mosaic virus isolate CF:CF42AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13,A,cf:cf42ab:07,cf:cf42ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-13 || cf:cf42ab:07
KJ887773.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF48AB:07,A,"African cassava mosaic virus isolate CF:CF48AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-13,A,cf:cf48ab:07,cf:cf48ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-13 || cf:cf48ab:07
KJ887774.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF49AB:07,A,"African cassava mosaic virus isolate CF:CF49AB:07 segment A, complete sequence",2782,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-14,A,cf:cf49ab:07,cf:cf49ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-14 || cf:cf49ab:07
KJ887775.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF49AN:07,A,"African cassava mosaic virus isolate CF:CF49AN:07 segment A, complete sequence",2780,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-14,A,cf:cf49an:07,cf:cf49an:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-14 || cf:cf49an:07
KJ887776.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF54AN:07,A,"African cassava mosaic virus isolate CF:CF54AN:07 segment A, complete sequence",2780,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-14,A,cf:cf54an:07,cf:cf54an:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-14 || cf:cf54an:07
KJ887777.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF60AB:07,A,"African cassava mosaic virus isolate CF:CF60AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-14,A,cf:cf60ab:07,cf:cf60ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-14 || cf:cf60ab:07
KJ887778.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF64AB:07,A,"African cassava mosaic virus isolate CF:CF64AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-16,A,cf:cf64ab:07,cf:cf64ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-16 || cf:cf64ab:07
KJ887779.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF68AB:07,A,"African cassava mosaic virus isolate CF:CF68AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-17,A,cf:cf68ab:07,cf:cf68ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-17 || cf:cf68ab:07
KJ887780.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF72AB:07,A,"African cassava mosaic virus isolate CF:CF72AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-18,A,cf:cf72ab:07,cf:cf72ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-18 || cf:cf72ab:07
KJ887781.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF73AB:07,A,"African cassava mosaic virus isolate CF:CF73AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-18,A,cf:cf73ab:07,cf:cf73ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-18 || cf:cf73ab:07
KJ887782.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF78A:07,A,"African cassava mosaic virus isolate CF:CF78A:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-19,A,cf:cf78a:07,cf:cf78a:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-19 || cf:cf78a:07
KJ887783.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF80AB:07,A,"African cassava mosaic virus isolate CF:CF80AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-19,A,cf:cf80ab:07,cf:cf80ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-19 || cf:cf80ab:07
KJ887784.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF87AB1:07,A,"African cassava mosaic virus isolate CF:CF87AB1:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-20,A,cf:cf87ab1:07,cf:cf87ab1:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-20 || cf:cf87ab1:07
KJ887785.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF87AB2:07,A,"African cassava mosaic virus isolate CF:CF87AB2:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-20,A,cf:cf87ab2:07,cf:cf87ab2:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-20 || cf:cf87ab2:07
KJ887786.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF88AB:07,A,"African cassava mosaic virus isolate CF:CF88AB:07 segment A, complete sequence",2783,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-20,A,cf:cf88ab:07,cf:cf88ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-20 || cf:cf88ab:07
KJ887787.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF92AN:07,A,"African cassava mosaic virus isolate CF:CF92AN:07 segment A, complete sequence",2783,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-21,A,cf:cf92an:07,cf:cf92an:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-21 || cf:cf92an:07
KJ887788.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF94AN:07,A,"African cassava mosaic virus isolate CF:CF94AN:07 segment A, complete sequence",2783,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-21,A,cf:cf94an:07,cf:cf94an:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-21 || cf:cf94an:07
KJ887789.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF100AB:07,A,"African cassava mosaic virus isolate CF:CF100AB:07 segment A, complete sequence",2783,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-24,A,cf:cf100ab:07,cf:cf100ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-24 || cf:cf100ab:07
KJ887790.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF101AN:07,A,"African cassava mosaic virus isolate CF:CF101AN:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-24,A,cf:cf101an:07,cf:cf101an:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-24 || cf:cf101an:07
KJ887791.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF108AB:07,A,"African cassava mosaic virus isolate CF:CF108AB:07 segment A, complete sequence",2783,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-25,A,cf:cf108ab:07,cf:cf108ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-25 || cf:cf108ab:07
KJ887792.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF112AB:07,A,"African cassava mosaic virus isolate CF:CF112AB:07 segment A, complete sequence",2781,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-25,A,cf:cf112ab:07,cf:cf112ab:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-25 || cf:cf112ab:07
KJ887793.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF114AB1:07,A,"African cassava mosaic virus isolate CF:CF114AB1:07 segment A, complete sequence",2780,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-25,A,cf:cf114ab1:07,cf:cf114ab1:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-25 || cf:cf114ab1:07
KJ887794.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF114AB2:07,A,"African cassava mosaic virus isolate CF:CF114AB2:07 segment A, complete sequence",2780,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-25,A,cf:cf114ab2:07,cf:cf114ab2:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-25 || cf:cf114ab2:07
KJ887795.1,,Begomovirus manihotis,Begomovirus manihotis,CF:CF114AB3:07,A,"African cassava mosaic virus isolate CF:CF114AB3:07 segment A, complete sequence",2782,complete,Central African Republic,Central African Republic,Manihot esculenta,2007-08-25,A,cf:cf114ab3:07,cf:cf114ab3:07, || begomovirus manihotis || begomovirus manihotis || complete || central african republic || central african republic || manihot esculenta || 2007-08-25 || cf:cf114ab3:07
